subject_id,stimulus,condition,index,content,total_reading_time
P07,blackout-zero.text.1,zero,162,they,195
P07,blackout-zero.text.1,zero,163,drew,182
P07,blackout-zero.text.1,zero,164,"closer,",0
P07,blackout-zero.text.1,zero,165,they,225
P07,blackout-zero.text.1,zero,166,realized,285
P07,blackout-zero.text.1,zero,167,that,141
P07,blackout-zero.text.1,zero,168,something,124
P07,blackout-zero.text.1,zero,169,was,0
P07,blackout-zero.text.1,zero,170,off.,0
P07,blackout-zero.text.1,zero,171,The,0
P07,blackout-zero.text.1,zero,172,house,157
P07,blackout-zero.text.1,zero,173,seemed...,160
P07,blackout-zero.text.1,zero,174,empty.,310
P07,blackout-zero.text.1,zero,175,The,125
P07,blackout-zero.text.1,zero,176,windows,153
P07,blackout-zero.text.1,zero,177,were,101
P07,blackout-zero.text.1,zero,178,"dark,",0
P07,blackout-zero.text.1,zero,179,the,192
P07,blackout-zero.text.1,zero,180,doors,200
P07,blackout-zero.text.1,zero,181,were,0
P07,blackout-zero.text.1,zero,182,"closed,",191
P07,blackout-zero.text.1,zero,183,and,0
P07,blackout-zero.text.1,zero,184,there,0
P07,blackout-zero.text.1,zero,185,was,183
P07,blackout-zero.text.1,zero,186,no,0
P07,blackout-zero.text.1,zero,187,sign,163
P07,blackout-zero.text.1,zero,188,of,0
P07,blackout-zero.text.1,zero,189,life,0
P07,blackout-zero.text.1,zero,190,anywhere.,104
P07,blackout-zero.text.1,zero,191,It,151
P07,blackout-zero.text.1,zero,192,was,0
P07,blackout-zero.text.1,zero,193,as,479
P07,blackout-zero.text.1,zero,194,if,119
P07,blackout-zero.text.1,zero,195,the,378
P07,blackout-zero.text.1,zero,196,occupants,415
P07,blackout-zero.text.1,zero,197,had,0
P07,blackout-zero.text.1,zero,198,vanished,402
P07,blackout-zero.text.1,zero,199,into,161
P07,blackout-zero.text.1,zero,200,thin,1599
P07,blackout-zero.text.1,zero,201,air.,0
P07,delayed-pos.text.1,pos,71,As,0
P07,delayed-pos.text.1,pos,72,the,176
P07,delayed-pos.text.1,pos,73,storm,120
P07,delayed-pos.text.1,pos,74,"intensified,",203
P07,delayed-pos.text.1,pos,75,the,0
P07,delayed-pos.text.1,pos,76,airport's,496
P07,delayed-pos.text.1,pos,77,speakers,473
P07,delayed-pos.text.1,pos,78,crackled,386
P07,delayed-pos.text.1,pos,79,to,153
P07,delayed-pos.text.1,pos,80,"life,",153
P07,delayed-pos.text.1,pos,81,announcing,310
P07,delayed-pos.text.1,pos,82,yet,0
P07,delayed-pos.text.1,pos,83,another,166
P07,delayed-pos.text.1,pos,84,postponement.,257
P07,delayed-pos.text.1,pos,85,Rachel's,682
P07,delayed-pos.text.1,pos,86,eyes,143
P07,delayed-pos.text.1,pos,87,met,642
P07,delayed-pos.text.1,pos,88,"Jack's,",240
P07,delayed-pos.text.1,pos,89,and,0
P07,delayed-pos.text.1,pos,90,they,370
P07,delayed-pos.text.1,pos,91,exchanged,120
P07,delayed-pos.text.1,pos,92,a,0
P07,delayed-pos.text.1,pos,93,commiserating,847
P07,delayed-pos.text.1,pos,94,glance.,281
P07,delayed-pos.text.1,pos,95,"""Tough",165
P07,delayed-pos.text.1,pos,96,"break,",287
P07,delayed-pos.text.1,pos,97,"huh?""",435
P07,delayed-pos.text.1,pos,98,Jack,411
P07,delayed-pos.text.1,pos,99,"ventured,",490
P07,delayed-pos.text.1,pos,100,breaking,336
P07,delayed-pos.text.1,pos,101,the,192
P07,delayed-pos.text.1,pos,102,silence.,0
P07,delayed-pos.text.1,pos,103,Rachel,195
P07,delayed-pos.text.1,pos,104,"nodded,",127
P07,delayed-pos.text.1,pos,105,tucking,440
P07,delayed-pos.text.1,pos,106,a,0
P07,delayed-pos.text.1,pos,107,strand,591
P07,delayed-pos.text.1,pos,108,of,0
P07,delayed-pos.text.1,pos,109,wet,199
P07,delayed-pos.text.1,pos,110,hair,0
P07,delayed-pos.text.1,pos,111,behind,223
P07,delayed-pos.text.1,pos,112,her,408
P07,delayed-pos.text.1,pos,113,ear.,155
P07,delayed-pos.text.1,pos,114,"""Yeah,",105
P07,delayed-pos.text.1,pos,115,I've,0
P07,delayed-pos.text.1,pos,116,been,400
P07,delayed-pos.text.1,pos,117,stuck,0
P07,delayed-pos.text.1,pos,118,here,183
P07,delayed-pos.text.1,pos,119,for,0
P07,delayed-pos.text.1,pos,120,hours.,140
P07,delayed-pos.text.1,pos,121,This,0
P07,delayed-pos.text.1,pos,122,storm,161
P07,delayed-pos.text.1,pos,123,is,216
P07,delayed-pos.text.1,pos,124,"relentless.""",138
P07,delayed-pos.text.1,pos,125,Jack,271
P07,delayed-pos.text.1,pos,126,nodded,1266
P07,delayed-pos.text.1,pos,127,"sympathetically,",647
P07,delayed-pos.text.1,pos,128,his,0
P07,delayed-pos.text.1,pos,129,eyes,120
P07,delayed-pos.text.1,pos,130,crinkling,420
P07,delayed-pos.text.1,pos,131,at,277
P07,delayed-pos.text.1,pos,132,the,380
P07,delayed-pos.text.1,pos,133,corners.,0
P07,delayed-pos.text.1,pos,134,Their,145
P07,delayed-pos.text.1,pos,135,conversation,305
P07,delayed-pos.text.1,pos,136,flowed,0
P07,delayed-pos.text.1,pos,137,"effortlessly,",269
P07,delayed-pos.text.1,pos,138,weaving,424
P07,delayed-pos.text.1,pos,139,together,211
P07,delayed-pos.text.1,pos,140,stories,356
P07,delayed-pos.text.1,pos,141,of,0
P07,delayed-pos.text.1,pos,142,missed,101
P07,delayed-pos.text.1,pos,143,"connections,",517
P07,delayed-pos.text.1,pos,144,cancelled,704
P07,delayed-pos.text.1,pos,145,"flights,",143
P07,delayed-pos.text.1,pos,146,and,0
P07,delayed-pos.text.1,pos,147,delayed,186
P07,delayed-pos.text.1,pos,148,dreams.,312
P07,delayed-pos.text.1,pos,149,"Rachel,",517
P07,delayed-pos.text.1,pos,150,a,195
P07,delayed-pos.text.1,pos,151,freelance,576
P07,delayed-pos.text.1,pos,152,"writer,",155
P07,delayed-pos.text.1,pos,153,spoke,0
P07,delayed-pos.text.1,pos,154,of,0
P07,delayed-pos.text.1,pos,155,her,327
P07,delayed-pos.text.1,pos,156,stalled,538
P07,delayed-pos.text.1,pos,157,"manuscript,",302
P07,delayed-pos.text.1,pos,158,while,275
P07,delayed-pos.text.1,pos,159,"Jack,",327
P07,delayed-pos.text.1,pos,160,a,162
P07,delayed-pos.text.1,pos,161,software,331
P07,delayed-pos.text.1,pos,162,"engineer,",0
P07,delayed-pos.text.1,pos,163,lamented,382
P07,delayed-pos.text.1,pos,164,his,147
P07,delayed-pos.text.1,pos,165,stalled,338
P07,breakfast-pos.text.0,pos,0,Breakfast,693
P07,breakfast-pos.text.0,pos,1,with,0
P07,breakfast-pos.text.0,pos,2,a,347
P07,breakfast-pos.text.0,pos,3,Stranger,590
P07,breakfast-pos.text.0,pos,4,The,0
P07,breakfast-pos.text.0,pos,5,diner's,712
P07,breakfast-pos.text.0,pos,6,fluorescent,639
P07,breakfast-pos.text.0,pos,7,lights,389
P07,breakfast-pos.text.0,pos,8,hummed,270
P07,breakfast-pos.text.0,pos,9,"overhead,",367
P07,breakfast-pos.text.0,pos,10,casting,380
P07,breakfast-pos.text.0,pos,11,an,171
P07,breakfast-pos.text.0,pos,12,unforgiving,701
P07,breakfast-pos.text.0,pos,13,glare,173
P07,breakfast-pos.text.0,pos,14,over,0
P07,breakfast-pos.text.0,pos,15,the,0
P07,breakfast-pos.text.0,pos,16,Formica,606
P07,breakfast-pos.text.0,pos,17,countertops,665
P07,breakfast-pos.text.0,pos,18,and,0
P07,breakfast-pos.text.0,pos,19,vinyl,288
P07,breakfast-pos.text.0,pos,20,booths.,345
P07,breakfast-pos.text.0,pos,21,Rachel,460
P07,breakfast-pos.text.0,pos,22,settled,360
P07,breakfast-pos.text.0,pos,23,into,189
P07,breakfast-pos.text.0,pos,24,her,174
P07,breakfast-pos.text.0,pos,25,usual,452
P07,breakfast-pos.text.0,pos,26,"booth,",163
P07,breakfast-pos.text.0,pos,27,scanning,348
P07,breakfast-pos.text.0,pos,28,the,0
P07,breakfast-pos.text.0,pos,29,menu,440
P07,breakfast-pos.text.0,pos,30,with,0
P07,breakfast-pos.text.0,pos,31,practiced,428
P07,breakfast-pos.text.0,pos,32,familiarity.,174
P07,breakfast-pos.text.0,pos,33,She,0
P07,breakfast-pos.text.0,pos,34,ordered,308
P07,breakfast-pos.text.0,pos,35,her,166
P07,breakfast-pos.text.0,pos,36,usual,0
P07,breakfast-pos.text.0,pos,37,breakfast:,129
P07,breakfast-pos.text.0,pos,38,scrambled,304
P07,breakfast-pos.text.0,pos,39,"eggs,",0
P07,breakfast-pos.text.0,pos,40,crispy,294
P07,breakfast-pos.text.0,pos,41,"bacon,",0
P07,breakfast-pos.text.0,pos,42,and,0
P07,breakfast-pos.text.0,pos,43,whole-grain,615
P07,breakfast-pos.text.0,pos,44,toast.,111
P07,breakfast-pos.text.0,pos,45,The,0
P07,breakfast-pos.text.0,pos,46,"waitress,",562
P07,breakfast-pos.text.0,pos,47,a,0
P07,breakfast-pos.text.0,pos,48,bleary-eyed,559
P07,breakfast-pos.text.0,pos,49,woman,215
P07,breakfast-pos.text.0,pos,50,named,291
P07,breakfast-pos.text.0,pos,51,"Darla,",207
P07,breakfast-pos.text.0,pos,52,scribbled,190
P07,breakfast-pos.text.0,pos,53,down,103
P07,breakfast-pos.text.0,pos,54,the,355
P07,breakfast-pos.text.0,pos,55,order,0
P07,breakfast-pos.text.0,pos,56,and,0
P07,breakfast-pos.text.0,pos,57,trudged,707
P07,breakfast-pos.text.0,pos,58,"away,",204
P07,breakfast-pos.text.0,pos,59,leaving,269
P07,breakfast-pos.text.0,pos,60,Rachel,0
P07,breakfast-pos.text.0,pos,61,to,0
P07,breakfast-pos.text.0,pos,62,wait.,189
P07,breakfast-pos.text.0,pos,63,Minutes,181
P07,breakfast-pos.text.0,pos,64,ticked,245
P07,breakfast-pos.text.0,pos,65,"by,",132
P07,breakfast-pos.text.0,pos,66,and,0
P07,breakfast-pos.text.0,pos,67,Rachel's,328
P07,breakfast-pos.text.0,pos,68,stomach,384
P07,breakfast-pos.text.0,pos,69,growled,162
P07,breakfast-pos.text.0,pos,70,in,0
P07,breakfast-pos.text.0,pos,71,anticipation.,486
P07,breakfast-pos.text.0,pos,72,When,0
P07,breakfast-pos.text.0,pos,73,Darla,609
P07,breakfast-pos.text.0,pos,74,returned,186
P07,breakfast-pos.text.0,pos,75,with,186
P07,breakfast-pos.text.0,pos,76,a,0
P07,breakfast-pos.text.0,pos,77,steaming,394
P07,breakfast-pos.text.0,pos,78,"plate,",0
P07,breakfast-pos.text.0,pos,79,Rachel's,210
P07,breakfast-pos.text.0,pos,80,eyes,168
P07,breakfast-pos.text.0,pos,81,widened,786
P07,breakfast-pos.text.0,pos,82,in,289
P07,breakfast-pos.text.0,pos,83,confusion.,418
P07,breakfast-pos.text.0,pos,84,Instead,1199
P07,breakfast-pos.text.0,pos,85,of,0
P07,breakfast-pos.text.0,pos,86,"eggs,",203
P07,voicemail-zero.text.1,zero,95,was,660
P07,voicemail-zero.text.1,zero,96,this,103
P07,voicemail-zero.text.1,zero,97,person?,149
P07,voicemail-zero.text.1,zero,98,What,162
P07,voicemail-zero.text.1,zero,99,did,102
P07,voicemail-zero.text.1,zero,100,they,460
P07,voicemail-zero.text.1,zero,101,mean?,501
P07,voicemail-zero.text.1,zero,102,And,0
P07,voicemail-zero.text.1,zero,103,who,0
P07,voicemail-zero.text.1,zero,104,was,182
P07,voicemail-zero.text.1,zero,105,coming,149
P07,voicemail-zero.text.1,zero,106,for,152
P07,voicemail-zero.text.1,zero,107,her?,0
P07,voicemail-zero.text.1,zero,108,She,0
P07,voicemail-zero.text.1,zero,109,tried,191
P07,voicemail-zero.text.1,zero,110,to,0
P07,voicemail-zero.text.1,zero,111,shake,175
P07,voicemail-zero.text.1,zero,112,off,128
P07,voicemail-zero.text.1,zero,113,the,0
P07,voicemail-zero.text.1,zero,114,feeling,306
P07,voicemail-zero.text.1,zero,115,of,0
P07,voicemail-zero.text.1,zero,116,"unease,",369
P07,voicemail-zero.text.1,zero,117,telling,0
P07,voicemail-zero.text.1,zero,118,herself,158
P07,voicemail-zero.text.1,zero,119,it,194
P07,voicemail-zero.text.1,zero,120,was,169
P07,voicemail-zero.text.1,zero,121,just,318
P07,voicemail-zero.text.1,zero,122,a,0
P07,voicemail-zero.text.1,zero,123,prank,136
P07,voicemail-zero.text.1,zero,124,or,0
P07,voicemail-zero.text.1,zero,125,a,0
P07,voicemail-zero.text.1,zero,126,wrong,0
P07,voicemail-zero.text.1,zero,127,number.,247
P07,voicemail-zero.text.1,zero,128,But,0
P07,voicemail-zero.text.1,zero,129,the,0
P07,voicemail-zero.text.1,zero,130,words,152
P07,voicemail-zero.text.1,zero,131,lingered,279
P07,voicemail-zero.text.1,zero,132,in,0
P07,voicemail-zero.text.1,zero,133,her,0
P07,voicemail-zero.text.1,zero,134,"mind,",186
P07,voicemail-zero.text.1,zero,135,echoing,199
P07,voicemail-zero.text.1,zero,136,in,0
P07,voicemail-zero.text.1,zero,137,her,0
P07,voicemail-zero.text.1,zero,138,thoughts,585
P07,voicemail-zero.text.1,zero,139,like,250
P07,voicemail-zero.text.1,zero,140,a,0
P07,voicemail-zero.text.1,zero,141,mantra.,0
P07,voicemail-zero.text.1,zero,142,As,0
P07,voicemail-zero.text.1,zero,143,she,0
P07,voicemail-zero.text.1,zero,144,went,549
P07,voicemail-zero.text.1,zero,145,about,213
P07,voicemail-zero.text.1,zero,146,her,154
P07,voicemail-zero.text.1,zero,147,"day,",0
P07,voicemail-zero.text.1,zero,148,Emily,261
P07,voicemail-zero.text.1,zero,149,couldn't,487
P07,voicemail-zero.text.1,zero,150,shake,325
P07,voicemail-zero.text.1,zero,151,the,150
P07,voicemail-zero.text.1,zero,152,feeling,162
P07,voicemail-zero.text.1,zero,153,of,150
P07,voicemail-zero.text.1,zero,154,being,291
P07,voicemail-zero.text.1,zero,155,watched.,445
P07,voicemail-zero.text.1,zero,156,She,0
P07,voicemail-zero.text.1,zero,157,glanced,435
P07,voicemail-zero.text.1,zero,158,over,0
P07,voicemail-zero.text.1,zero,159,her,262
P07,voicemail-zero.text.1,zero,160,"shoulder,",311
P07,voicemail-zero.text.1,zero,161,expecting,542
P07,voicemail-zero.text.1,zero,162,to,0
P07,voicemail-zero.text.1,zero,163,see,486
P07,voicemail-zero.text.1,zero,164,someone,1124
P07,voicemail-zero.text.1,zero,165,lurking,847
P07,voicemail-zero.text.1,zero,166,in,103
P07,voicemail-zero.text.1,zero,167,the,746
P07,voicemail-zero.text.1,zero,168,"shadows,",1375
P07,voicemail-zero.text.1,zero,169,but,0
P07,voicemail-zero.text.1,zero,170,there,0
P07,voicemail-zero.text.1,zero,171,was,248
P07,voicemail-zero.text.1,zero,172,never,678
P07,voicemail-zero.text.1,zero,173,anyone,431
P07,voicemail-zero.text.1,zero,174,there.,389
P07,voicemail-zero.text.1,zero,175,She,195
P07,voicemail-zero.text.1,zero,176,tried,126
P07,voicemail-zero.text.1,zero,177,to,0
P07,voicemail-zero.text.1,zero,178,focus,265
P07,voicemail-zero.text.1,zero,179,on,293
P07,voicemail-zero.text.1,zero,180,her,0
P07,voicemail-zero.text.1,zero,181,"work,",306
P07,voicemail-zero.text.1,zero,182,but,0
P07,voicemail-zero.text.1,zero,183,her,140
P07,voicemail-zero.text.1,zero,184,mind,160
P07,voicemail-zero.text.1,zero,185,kept,102
P07,voicemail-zero.text.1,zero,186,wandering,177
P07,voicemail-zero.text.1,zero,187,back,0
P07,voicemail-zero.text.1,zero,188,to,115
P07,voicemail-zero.text.1,zero,189,the,303
P07,voicemail-zero.text.1,zero,190,mysterious,489
P07,voicemail-zero.text.1,zero,191,message.,408
P07,delayed-pos.text.0,pos,0,Delayed,413
P07,delayed-pos.text.0,pos,1,Flight,159
P07,delayed-pos.text.0,pos,2,The,0
P07,delayed-pos.text.0,pos,3,storm,214
P07,delayed-pos.text.0,pos,4,raged,517
P07,delayed-pos.text.0,pos,5,"outside,",500
P07,delayed-pos.text.0,pos,6,its,0
P07,delayed-pos.text.0,pos,7,fury,197
P07,delayed-pos.text.0,pos,8,unrelenting,235
P07,delayed-pos.text.0,pos,9,as,0
P07,delayed-pos.text.0,pos,10,the,391
P07,delayed-pos.text.0,pos,11,airport's,470
P07,delayed-pos.text.0,pos,12,fluorescent,325
P07,delayed-pos.text.0,pos,13,lights,0
P07,delayed-pos.text.0,pos,14,flickered,165
P07,delayed-pos.text.0,pos,15,ominously.,354
P07,delayed-pos.text.0,pos,16,Rachel,0
P07,delayed-pos.text.0,pos,17,huddled,416
P07,delayed-pos.text.0,pos,18,under,205
P07,delayed-pos.text.0,pos,19,a,705
P07,delayed-pos.text.0,pos,20,dripping,664
P07,delayed-pos.text.0,pos,21,"umbrella,",231
P07,delayed-pos.text.0,pos,22,scanning,175
P07,delayed-pos.text.0,pos,23,the,0
P07,delayed-pos.text.0,pos,24,departures,527
P07,delayed-pos.text.0,pos,25,board,160
P07,delayed-pos.text.0,pos,26,with,540
P07,delayed-pos.text.0,pos,27,growing,1178
P07,delayed-pos.text.0,pos,28,desperation.,745
P07,delayed-pos.text.0,pos,29,Another,650
P07,delayed-pos.text.0,pos,30,"delay,",144
P07,delayed-pos.text.0,pos,31,another,507
P07,delayed-pos.text.0,pos,32,missed,0
P07,delayed-pos.text.0,pos,33,"connection,",300
P07,delayed-pos.text.0,pos,34,another,227
P07,delayed-pos.text.0,pos,35,missed,100
P07,delayed-pos.text.0,pos,36,opportunity.,279
P07,delayed-pos.text.0,pos,37,Across,320
P07,delayed-pos.text.0,pos,38,the,162
P07,delayed-pos.text.0,pos,39,"terminal,",441
P07,delayed-pos.text.0,pos,40,Jack,0
P07,delayed-pos.text.0,pos,41,slumped,851
P07,delayed-pos.text.0,pos,42,against,102
P07,delayed-pos.text.0,pos,43,a,270
P07,delayed-pos.text.0,pos,44,"pillar,",361
P07,delayed-pos.text.0,pos,45,nursing,897
P07,delayed-pos.text.0,pos,46,a,0
P07,delayed-pos.text.0,pos,47,lukewarm,759
P07,delayed-pos.text.0,pos,48,coffee.,284
P07,delayed-pos.text.0,pos,49,His,0
P07,delayed-pos.text.0,pos,50,phone,187
P07,delayed-pos.text.0,pos,51,buzzed,136
P07,delayed-pos.text.0,pos,52,"incessantly,",272
P07,delayed-pos.text.0,pos,53,a,0
P07,delayed-pos.text.0,pos,54,constant,198
P07,delayed-pos.text.0,pos,55,reminder,264
P07,delayed-pos.text.0,pos,56,of,0
P07,delayed-pos.text.0,pos,57,his,191
P07,delayed-pos.text.0,pos,58,impending,651
P07,delayed-pos.text.0,pos,59,flight,143
P07,delayed-pos.text.0,pos,60,cancellation.,151
P07,delayed-pos.text.0,pos,61,Frustration,1010
P07,delayed-pos.text.0,pos,62,simmered,534
P07,delayed-pos.text.0,pos,63,just,125
P07,delayed-pos.text.0,pos,64,below,103
P07,delayed-pos.text.0,pos,65,the,310
P07,delayed-pos.text.0,pos,66,"surface,",193
P07,delayed-pos.text.0,pos,67,threatening,741
P07,delayed-pos.text.0,pos,68,to,0
P07,delayed-pos.text.0,pos,69,boil,287
P07,delayed-pos.text.0,pos,70,over.,0
P07,voicemail-zero.difficulty,zero,0,How,0
P07,voicemail-zero.difficulty,zero,1,difficult,139
P07,voicemail-zero.difficulty,zero,2,was,0
P07,voicemail-zero.difficulty,zero,3,this,0
P07,voicemail-zero.difficulty,zero,4,text,0
P07,voicemail-zero.difficulty,zero,5,for,0
P07,voicemail-zero.difficulty,zero,6,you,0
P07,voicemail-zero.difficulty,zero,7,to,168
P07,voicemail-zero.difficulty,zero,8,read,0
P07,voicemail-zero.difficulty,zero,9,and,0
P07,voicemail-zero.difficulty,zero,10,understand?,0
P07,voicemail-zero.difficulty,zero,11,4,0
P07,voicemail-zero.difficulty,zero,12,–,0
P07,voicemail-zero.difficulty,zero,13,very,0
P07,voicemail-zero.difficulty,zero,14,difficult,134
P07,voicemail-zero.difficulty,zero,15,3,122
P07,voicemail-zero.difficulty,zero,16,–,0
P07,voicemail-zero.difficulty,zero,17,rather,162
P07,voicemail-zero.difficulty,zero,18,difficult,0
P07,voicemail-zero.difficulty,zero,19,2,0
P07,voicemail-zero.difficulty,zero,20,–,0
P07,voicemail-zero.difficulty,zero,21,rather,813
P07,voicemail-zero.difficulty,zero,22,easy,0
P07,voicemail-zero.difficulty,zero,23,1,0
P07,voicemail-zero.difficulty,zero,24,–,0
P07,voicemail-zero.difficulty,zero,25,very,0
P07,voicemail-zero.difficulty,zero,26,easy,0
P07,breakfast-pos.interest,pos,0,How,0
P07,breakfast-pos.interest,pos,1,interesting,555
P07,breakfast-pos.interest,pos,2,did,0
P07,breakfast-pos.interest,pos,3,you,297
P07,breakfast-pos.interest,pos,4,find,122
P07,breakfast-pos.interest,pos,5,this,158
P07,breakfast-pos.interest,pos,6,text?,445
P07,breakfast-pos.interest,pos,7,4,0
P07,breakfast-pos.interest,pos,8,–,0
P07,breakfast-pos.interest,pos,9,very,620
P07,breakfast-pos.interest,pos,10,interesting,227
P07,breakfast-pos.interest,pos,11,3,148
P07,breakfast-pos.interest,pos,12,–,0
P07,breakfast-pos.interest,pos,13,rather,2916
P07,breakfast-pos.interest,pos,14,interesting,1255
P07,breakfast-pos.interest,pos,15,2,0
P07,breakfast-pos.interest,pos,16,–,0
P07,breakfast-pos.interest,pos,17,rather,1689
P07,breakfast-pos.interest,pos,18,boring,593
P07,breakfast-pos.interest,pos,19,1,0
P07,breakfast-pos.interest,pos,20,–,0
P07,breakfast-pos.interest,pos,21,very,777
P07,breakfast-pos.interest,pos,22,boring,872
P07,voicemail-zero.question,zero,0,What,652
P07,voicemail-zero.question,zero,1,first,0
P07,voicemail-zero.question,zero,2,alerted,1048
P07,voicemail-zero.question,zero,3,Emily,0
P07,voicemail-zero.question,zero,4,that,149
P07,voicemail-zero.question,zero,5,something,245
P07,voicemail-zero.question,zero,6,was,330
P07,voicemail-zero.question,zero,7,wrong?,0
P07,voicemail-zero.question,zero,8,A,0
P07,voicemail-zero.question,zero,9,scratching,503
P07,voicemail-zero.question,zero,10,sound,0
P07,voicemail-zero.question,zero,11,at,0
P07,voicemail-zero.question,zero,12,her,0
P07,voicemail-zero.question,zero,13,window,143
P07,voicemail-zero.question,zero,14,A,0
P07,voicemail-zero.question,zero,15,voicemail,1921
P07,voicemail-zero.question,zero,16,from,309
P07,voicemail-zero.question,zero,17,an,148
P07,voicemail-zero.question,zero,18,unknown,495
P07,voicemail-zero.question,zero,19,number,173
P07,voicemail-zero.question,zero,20,A,0
P07,voicemail-zero.question,zero,21,text,0
P07,voicemail-zero.question,zero,22,message,1459
P07,voicemail-zero.question,zero,23,warning,1144
P07,voicemail-zero.question,zero,24,her,0
P07,voicemail-zero.question,zero,25,A,0
P07,voicemail-zero.question,zero,26,note,187
P07,voicemail-zero.question,zero,27,written,153
P07,voicemail-zero.question,zero,28,in,0
P07,voicemail-zero.question,zero,29,red,0
P07,voicemail-zero.question,zero,30,ink,0
P07,prize-neg.naturalness,neg,0,How,0
P07,prize-neg.naturalness,neg,1,natural,0
P07,prize-neg.naturalness,neg,2,and,0
P07,prize-neg.naturalness,neg,3,fluent,0
P07,prize-neg.naturalness,neg,4,was,0
P07,prize-neg.naturalness,neg,5,the,103
P07,prize-neg.naturalness,neg,6,writing,0
P07,prize-neg.naturalness,neg,7,style,0
P07,prize-neg.naturalness,neg,8,in,0
P07,prize-neg.naturalness,neg,9,this,100
P07,prize-neg.naturalness,neg,10,text?,0
P07,prize-neg.naturalness,neg,11,4,0
P07,prize-neg.naturalness,neg,12,–,0
P07,prize-neg.naturalness,neg,13,very,668
P07,prize-neg.naturalness,neg,14,natural,331
P07,prize-neg.naturalness,neg,15,3,0
P07,prize-neg.naturalness,neg,16,–,0
P07,prize-neg.naturalness,neg,17,rather,860
P07,prize-neg.naturalness,neg,18,natural,0
P07,prize-neg.naturalness,neg,19,2,0
P07,prize-neg.naturalness,neg,20,–,0
P07,prize-neg.naturalness,neg,21,rather,0
P07,prize-neg.naturalness,neg,22,unnatural,0
P07,prize-neg.naturalness,neg,23,1,0
P07,prize-neg.naturalness,neg,24,–,0
P07,prize-neg.naturalness,neg,25,very,0
P07,prize-neg.naturalness,neg,26,unnatural,0
P07,delayed-pos.text.3,pos,255,glimmer,246
P07,delayed-pos.text.3,pos,256,of,149
P07,delayed-pos.text.3,pos,257,hope.,0
P07,delayed-pos.text.3,pos,258,Rachel's,140
P07,delayed-pos.text.3,pos,259,"flight,",226
P07,delayed-pos.text.3,pos,260,once,166
P07,delayed-pos.text.3,pos,261,"delayed,",118
P07,delayed-pos.text.3,pos,262,was,177
P07,delayed-pos.text.3,pos,263,now,125
P07,delayed-pos.text.3,pos,264,rescheduled.,148
P07,delayed-pos.text.3,pos,265,Jack's,304
P07,delayed-pos.text.3,pos,266,"startup,",759
P07,delayed-pos.text.3,pos,267,once,471
P07,delayed-pos.text.3,pos,268,"stalled,",0
P07,delayed-pos.text.3,pos,269,gained,172
P07,delayed-pos.text.3,pos,270,renewed,550
P07,delayed-pos.text.3,pos,271,momentum.,183
P07,delayed-pos.text.3,pos,272,The,0
P07,delayed-pos.text.3,pos,273,storm,465
P07,delayed-pos.text.3,pos,274,outside,905
P07,delayed-pos.text.3,pos,275,"subsided,",735
P07,delayed-pos.text.3,pos,276,its,135
P07,delayed-pos.text.3,pos,277,fury,477
P07,delayed-pos.text.3,pos,278,spent.,307
P07,delayed-pos.text.3,pos,279,But,177
P07,delayed-pos.text.3,pos,280,the,152
P07,delayed-pos.text.3,pos,281,connection,268
P07,delayed-pos.text.3,pos,282,forged,0
P07,delayed-pos.text.3,pos,283,within,164
P07,delayed-pos.text.3,pos,284,the,0
P07,delayed-pos.text.3,pos,285,airport's,569
P07,delayed-pos.text.3,pos,286,confines,422
P07,delayed-pos.text.3,pos,287,"lingered,",200
P07,delayed-pos.text.3,pos,288,a,0
P07,delayed-pos.text.3,pos,289,testament,197
P07,delayed-pos.text.3,pos,290,to,0
P07,delayed-pos.text.3,pos,291,the,104
P07,delayed-pos.text.3,pos,292,serendipity,213
P07,delayed-pos.text.3,pos,293,of,143
P07,delayed-pos.text.3,pos,294,strangers-turned-friends.,1559
P07,blackout-zero.difficulty,zero,0,How,128
P07,blackout-zero.difficulty,zero,1,difficult,0
P07,blackout-zero.difficulty,zero,2,was,137
P07,blackout-zero.difficulty,zero,3,this,188
P07,blackout-zero.difficulty,zero,4,text,0
P07,blackout-zero.difficulty,zero,5,for,0
P07,blackout-zero.difficulty,zero,6,you,140
P07,blackout-zero.difficulty,zero,7,to,152
P07,blackout-zero.difficulty,zero,8,read,0
P07,blackout-zero.difficulty,zero,9,and,259
P07,blackout-zero.difficulty,zero,10,understand?,213
P07,blackout-zero.difficulty,zero,11,4,0
P07,blackout-zero.difficulty,zero,12,–,0
P07,blackout-zero.difficulty,zero,13,very,0
P07,blackout-zero.difficulty,zero,14,difficult,0
P07,blackout-zero.difficulty,zero,15,3,0
P07,blackout-zero.difficulty,zero,16,–,0
P07,blackout-zero.difficulty,zero,17,rather,956
P07,blackout-zero.difficulty,zero,18,difficult,393
P07,blackout-zero.difficulty,zero,19,2,0
P07,blackout-zero.difficulty,zero,20,–,0
P07,blackout-zero.difficulty,zero,21,rather,457
P07,blackout-zero.difficulty,zero,22,easy,270
P07,blackout-zero.difficulty,zero,23,1,0
P07,blackout-zero.difficulty,zero,24,–,0
P07,blackout-zero.difficulty,zero,25,very,0
P07,blackout-zero.difficulty,zero,26,easy,0
P07,goldfish-neg.question,neg,0,What,0
P07,goldfish-neg.question,neg,1,was,0
P07,goldfish-neg.question,neg,2,written,0
